name,recclass,mass (g),year,reclat,reclong
Graves Nunataks 98152,H4,69.3,1998,-86.71667,-141.5
Graves Nunataks 98153,H4,35.1,1998,-86.71667,-141.5
Graves Nunataks 98154,H5,21.2,1998,-86.71667,-141.5
Graves Nunataks 98155,H5,33.9,1998,-86.71667,-141.5
Graves Nunataks 98156,H5,29.3,1998,-86.71667,-141.5
Graves Nunataks 98157,Eucrite-br,39.2,1998,-86.71667,-141.5
Graves Nunataks 98158,Eucrite-br,66.9,1998,-86.71667,-141.5
Graves Nunataks 98159,Eucrite-br,33.9,1998,-86.71667,-141.5
Graves Nunataks 98163,H6,15.5,1998,-86.71667,-141.5
Graves Nunataks 98164,L6,15.1,1998,-86.71667,-141.5
Graves Nunataks 98165,H6,11.3,1998,-86.71667,-141.5
Graves Nunataks 98166,H5,10.8,1998,-86.71667,-141.5
Graves Nunataks 98169,LL5,22.1,1998,-86.71667,-141.5
Graves Nunataks 98170,H5,21,1998,-86.71667,-141.5
Graves Nunataks 98172,H6,13.8,1998,-86.71667,-141.5
Graves Nunataks 98173,L5,30,1998,-86.71667,-141.5
Graves Nunataks 98175,L6,27.5,1998,-86.71667,-141.5
Graves Nunataks 98176,H6,15.1,1998,-86.71667,-141.5
Graves Nunataks 98177,H6,10,1998,-86.71667,-141.5
Graves Nunataks 98179,H6,18.7,1998,-86.71667,-141.5
Graves Nunataks 98180,H5,13.1,1998,-86.71667,-141.5
Graves Nunataks 98182,H6,63.5,1998,-86.71667,-141.5
Graves Nunataks 98183,L6,145.4,1998,-86.71667,-141.5
Graves Nunataks 98184,L6,119.1,1998,-86.71667,-141.5
Graves Nunataks 98185,H6,70,1998,-86.71667,-141.5
Graves Nunataks 98186,H6,29000,1998,-86.71667,-141.5
Grayton,H5,11300,1983,30.31167,-86.16667
Great Bear Lake,H6,40,1936,66,-120
Great Bend,H6,28770,1983,38.395,-98.91583
Great Sand Sea 001,L6,130,1991,26.2,25.66667
Great Sand Sea 002,L6,135,1991,25.5,25.41667
Great Sand Sea 003,Iron,110,1991,26.05,25.66667
Great Sand Sea 004,LL6,580,1994,25.59306,25.52778
Great Sand Sea 005,L6,80,1995,25.81611,25.91417
Great Sand Sea 006,L6,45,1995,26.76556,26.32361
Great Sand Sea 007,H6,1450,1996,26.91028,26.15167
Great Sand Sea 008,LL3-6,450,1996,26.59444,25.62222
Great Sand Sea 009,H5,414,1996,27.03056,26.67444
Great Sand Sea 019,LL6,12000,1999,25.53667,25.65778
Great Sand Sea 020,H,5420,2000,26.01667,25.73333
Great Sand Sea 021,L5,1416,2002,28.10567,25.54017
Great Sand Sea 025,L5,10.9,2005,25.3735,25.70617
Great Sand Sea 026,H6,100,2007,28.18917,25.62167
Great Sand Sea 030,H6,51.33,2006,26.37817,26.8505
Great Sand Sea 031,H5,62.26,2006,25.43617,25.4865
Great Sand Sea 033,L5,80.1,2006,26.18667,25.45567
Great Sand Sea 035,H5/6,40.94,2007,26.61667,26.19933
Great Sand Sea 036,H5,128.91,2007,26.62533,26.19833
Great Sand Sea 037,H4,66.94,2007,26.77133,26.54283
Great Sand Sea 038,H5,146.04,2007,26.82583,27.14233
Great Sand Sea 039,H5,128.63,2007,26.8235,27.1415
Great Sand Sea 040,LL5,15,2010,26.32733,27.33667
Greaterville,L4,48,1995,31.76167,-110.75
Greenbrier County,"Iron, IIIAB",5000,1880,37.83333,-80.31667
Greener Reservoir,H4,45,2004,39.49133,-112.942
Greenwell Springs,LL4,664,1987,30.51528,-91.01222
Grein 001,H3,710.3,1997,21.229,10.75633
Grein 002,EL4/5,608.9,1997,20.7145,11.11567
Grein 003,H6,490.6,1997,20.56783,11.34583
Gressk,"Iron, IIAB",303000,1955,53.23333,27.33333
Gretna,L5,82000,1912,39.93333,-99.21667
Grier (a),OC,12.4,1969,34.38167,-103.39167
Grier (b),L5-7,929.4,1969,34.26667,-103.38333
Griffith,"Iron, ungrouped",6000,1985,33.71667,-102.81667
Griffith Wash,L6,93,2011,35.06639,-114.0975
Grosvenor Mountains 85200,H5,3821.6,1985,-85.66667,175
Grosvenor Mountains 85201,"Iron, IIIAB",1400.7,1985,-85.66667,175
Grosvenor Mountains 85202,CM2,27.2,1985,-85.66667,175
Grosvenor Mountains 85203,H5,1450.4,1985,-85.66667,175
Grosvenor Mountains 85204,L6,1754.7,1985,-85.66667,175
Grosvenor Mountains 85205,L6,999.9,1985,-85.66667,175
Grosvenor Mountains 85206,H5,2420.1,1985,-85.66667,175
Grosvenor Mountains 85207,L6,2372.1,1985,-85.66667,175
Grosvenor Mountains 85208,L6,1356.9,1985,-85.66667,175
Grosvenor Mountains 85209,L6,1126.1,1985,-85.66667,175
Grosvenor Mountains 85210,H5,246.8,1985,-85.66667,175
Grosvenor Mountains 85211,H5,355.3,1985,-85.66667,175
Grosvenor Mountains 85212,L4,342.2,1985,-85.66667,175
Grosvenor Mountains 85213,L6,4364.4,1985,-85.66667,175
Grosvenor Mountains 85214,L5,259.8,1985,-85.66667,175
Grosvenor Mountains 85215,L5,35.2,1985,-85.66667,175
Grosvenor Mountains 85216,L5,12.5,1985,-85.66667,175
Grosvenor Mountains 85217,L5,33.6,1985,-85.66667,175
Grosvenor Mountains 95500,L6,10000,1995,-85.66667,175
Grosvenor Mountains 95501,L6,8000,1995,-85.66667,175
Grosvenor Mountains 95502,L3.2,5362.7,1995,-85.66667,175
Grosvenor Mountains 95503,L6,4801.5,1995,-85.66667,175
Grosvenor Mountains 95504,L3.5,4018.3,1995,-85.66667,175
Grosvenor Mountains 95505,L3.4,2031,1995,-85.66667,175
Grosvenor Mountains 95506,H5,1194.5,1995,-85.66667,175
Grosvenor Mountains 95507,H6,1000,1995,-85.66667,175
Grosvenor Mountains 95508,L6,1271.6,1995,-85.66667,175
Grosvenor Mountains 95509,H5,1014,1995,-85.66667,175
Grosvenor Mountains 95510,L6,1097.3,1995,-85.66667,175
Grosvenor Mountains 95511,"Iron, IAB-sLL",64.4,1995,-85.66667,175
Grosvenor Mountains 95512,L3.5,840.4,1995,-85.66667,175
Grosvenor Mountains 95513,L6,851.7,1995,-85.66667,175
Grosvenor Mountains 95514,L6,846.4,1995,-85.66667,175
Grosvenor Mountains 95515,L4,663.6,1995,-85.66667,175
Grosvenor Mountains 95516,H6,456.8,1995,-85.66667,175
Grosvenor Mountains 95517,EH3,574,1995,-85.66667,175
Grosvenor Mountains 95518,H4,1342.4,1995,-85.66667,175
Grosvenor Mountains 95519,H5,682.3,1995,-85.66667,175
Grosvenor Mountains 95520,H5,641.4,1995,-85.66667,175
Grosvenor Mountains 95521,H5,451.5,1995,-85.66667,175
Grosvenor Mountains 95522,"Iron, IIIAB",962.5,1995,-85.66667,175
Grosvenor Mountains 95523,L6,402,1995,-85.66667,175
Grosvenor Mountains 95524,H5,360.9,1995,-85.66667,175
Grosvenor Mountains 95525,H6,291.6,1995,-85.66667,175
Grosvenor Mountains 95526,L6,299.9,1995,-85.66667,175
Grosvenor Mountains 95527,L4,400.8,1995,-85.66667,175
Grosvenor Mountains 95528,L6,358.6,1995,-85.66667,175
Grosvenor Mountains 95529,L5,250.6,1995,-85.66667,175
Grosvenor Mountains 95530,L5,603.4,1995,-85.66667,175
Grosvenor Mountains 95531,L6,723.3,1995,-85.66667,175
Grosvenor Mountains 95532,H6,348.4,1995,-85.66667,175
Grosvenor Mountains 95533,Eucrite-br,613.2,1995,-85.66667,175
Grosvenor Mountains 95534,Howardite,17.9,1995,-85.66667,175
Grosvenor Mountains 95535,Howardite,53.8,1995,-85.66667,175
Grosvenor Mountains 95536,L3.3,331.2,1995,-85.66667,175
Grosvenor Mountains 95537,H5,258.9,1995,-85.66667,175
Grosvenor Mountains 95538,H5,353.3,1995,-85.66667,175
Grosvenor Mountains 95539,L3.1,269.8,1995,-85.66667,175
Grosvenor Mountains 95540,L5,255.1,1995,-85.66667,175
Grosvenor Mountains 95541,H4,265.2,1995,-85.66667,175
Grosvenor Mountains 95542,L3,276.7,1995,-85.66667,175
Grosvenor Mountains 95543,L6,222.9,1995,-85.66667,175
Grosvenor Mountains 95544,L3.2,626,1995,-85.66667,175
Grosvenor Mountains 95545,L3.5,142.1,1995,-85.66667,175
Grosvenor Mountains 95546,L3.8,200.8,1995,-85.66667,175
Grosvenor Mountains 95547,H6,281.5,1995,-85.66667,175
Grosvenor Mountains 95548,L6,229.6,1995,-85.66667,175
Grosvenor Mountains 95549,L5,180.3,1995,-85.66667,175
Grosvenor Mountains 95550,L3,170,1995,-85.66667,175
Grosvenor Mountains 95551,Chondrite-ung,213.4,1995,-85.66667,175
Grosvenor Mountains 95552,LL4,182,1995,-85.66667,175
Grosvenor Mountains 95553,L6,215.7,1995,-85.66667,175
Grosvenor Mountains 95554,H6,201.9,1995,-85.66667,175
Grosvenor Mountains 95555,Diogenite-an,250.6,1995,-85.66667,175
Grosvenor Mountains 95556,LL6,169.8,1995,-85.66667,175
Grosvenor Mountains 95557,LL5,199.1,1995,-85.66667,175
Grosvenor Mountains 95558,L3,202.4,1995,-85.66667,175
Grosvenor Mountains 95559,H4,202.2,1995,-85.66667,175
Grosvenor Mountains 95560,H6,233.7,1995,-85.66667,175
Grosvenor Mountains 95561,H6,236.3,1995,-85.66667,175
Grosvenor Mountains 95562,L6,260.5,1995,-85.66667,175
Grosvenor Mountains 95563,L6,209.4,1995,-85.66667,175
Grosvenor Mountains 95564,L6,264.2,1995,-85.66667,175
Grosvenor Mountains 95565,L5,167.5,1995,-85.66667,175
Grosvenor Mountains 95566,C2-ung,50.7,1995,-85.66667,175
Grosvenor Mountains 95567,L6,154.5,1995,-85.66667,175
Grosvenor Mountains 95568,L6,139.7,1995,-85.66667,175
Grosvenor Mountains 95569,L6,46.6,1995,-85.66667,175
Grosvenor Mountains 95570,H6,146.2,1995,-85.66667,175
Grosvenor Mountains 95571,L5,51.4,1995,-85.66667,175
Grosvenor Mountains 95572,L5,84.8,1995,-85.66667,175
Grosvenor Mountains 95573,H6,89.6,1995,-85.66667,175
Grosvenor Mountains 95574,Howardite,90.62,1995,-85.66667,175
Grosvenor Mountains 95575,Ureilite,137.77,1995,-85.66667,175
Grosvenor Mountains 95576,L6,53.4,1995,-85.66667,175
Grosvenor Mountains 95577,CR1,106.2,1995,-85.66667,175
Grosvenor Mountains 95578,L6,16.1,1995,-85.66667,175
Grosvenor Mountains 95579,L5,158.7,1995,-85.66667,175
Grosvenor Mountains 95580,H5,75.1,1995,-85.66667,175
Grosvenor Mountains 95581,Howardite,49.4,1995,-85.66667,175
Grosvenor Mountains 95583,L6,108.2,1995,-85.66667,175
Grosvenor Mountains 95584,H5,138.3,1995,-85.66667,175
Grosvenor Mountains 95585,L6,88.6,1995,-85.66667,175
Grosvenor Mountains 95586,H5,92.8,1995,-85.66667,175
Grosvenor Mountains 95587,H6,117.7,1995,-85.66667,175
Grosvenor Mountains 95588,L6,111.2,1995,-85.66667,175
Grosvenor Mountains 95589,L6,127.8,1995,-85.66667,175
Grosvenor Mountains 95590,LL4,125.8,1995,-85.66667,175
Grosvenor Mountains 95591,L6,111.2,1995,-85.66667,175
Grosvenor Mountains 95592,H5,86.4,1995,-85.66667,175
Grosvenor Mountains 95593,L6,12.8,1995,-85.66667,175
Grosvenor Mountains 95594,L6,77.3,1995,-85.66667,175
Grosvenor Mountains 95595,L6,148.1,1995,-85.66667,175
Grosvenor Mountains 95596,LL3.8,12.69,1995,-85.66667,175
Grosvenor Mountains 95597,L6,76.9,1995,-85.66667,175
Grosvenor Mountains 95598,H5,14.4,1995,-85.66667,175
Grosvenor Mountains 95599,H5,75.7,1995,-85.66667,175
Grosvenor Mountains 95600,LL5,19.8,1995,-85.66667,175
Grosvenor Mountains 95601,H6,156.2,1995,-85.66667,175
Grosvenor Mountains 95602,Howardite,51.5,1995,-85.66667,175
Grosvenor Mountains 95603,L6,43.1,1995,-85.66667,175
Grosvenor Mountains 95604,L6,153.2,1995,-85.66667,175
Grosvenor Mountains 95605,L6,29.2,1995,-85.66667,175
Grosvenor Mountains 95606,L6,15.8,1995,-85.66667,175
Grosvenor Mountains 95607,H6,71.4,1995,-85.66667,175
Grosvenor Mountains 95609,H6,32.6,1995,-85.66667,175
Grosvenor Mountains 95610,L5,25.1,1995,-85.66667,175
Grosvenor Mountains 95611,L4,26.7,1995,-85.66667,175
Grosvenor Mountains 95612,L6,43.6,1995,-85.66667,175
Grosvenor Mountains 95613,LL4,58.8,1995,-85.66667,175
Grosvenor Mountains 95614,L6,29.5,1995,-85.66667,175
Grosvenor Mountains 95615,H6,110.5,1995,-85.66667,175
Grosvenor Mountains 95616,H4,122.6,1995,-85.66667,175
Grosvenor Mountains 95617,H6,40.3,1995,-85.66667,175
Grosvenor Mountains 95618,L6,26.7,1995,-85.66667,175
Grosvenor Mountains 95619,H5,30.5,1995,-85.66667,175
Grosvenor Mountains 95620,L5,161.3,1995,-85.66667,175
Grosvenor Mountains 95622,L6,57.6,1995,-85.66667,175
Grosvenor Mountains 95623,L4,40.7,1995,-85.66667,175
Grosvenor Mountains 95624,L6,11.9,1995,-85.66667,175
Grosvenor Mountains 95625,H5,88.6,1995,-85.66667,175
Grosvenor Mountains 95626,EL6,52.2,1995,-85.66667,175
Grosvenor Mountains 95627,L6,186.5,1995,-85.66667,175
Grosvenor Mountains 95628,L6,21.2,1995,-85.66667,175
Grosvenor Mountains 95629,L6,113.3,1995,-85.66667,175
Grosvenor Mountains 95630,L6,71.5,1995,-85.66667,175
Grosvenor Mountains 95631,L6,79.6,1995,-85.66667,175
Grosvenor Mountains 95633,Howardite,58.1,1995,-85.66667,175
Grosvenor Mountains 95634,L6,119.8,1995,-85.66667,175
Grosvenor Mountains 95635,L6,75.5,1995,-85.66667,175
Grosvenor Mountains 95636,L6,125.9,1995,-85.66667,175
Grosvenor Mountains 95637,L6,293,1995,-85.66667,175
Grosvenor Mountains 95638,L6,90.9,1995,-85.66667,175
Grosvenor Mountains 95639,L6,82.3,1995,-85.66667,175
Grosvenor Mountains 95640,L6,33.3,1995,-85.66667,175
Grosvenor Mountains 95641,L4,21.9,1995,-85.66667,175
Grosvenor Mountains 95643,L6,12.2,1995,-85.66667,175
Grosvenor Mountains 95644,L6,10.2,1995,-85.66667,175
Grosvenor Mountains 95647,LL6,57.1,1995,-85.66667,175
Grosvenor Mountains 95648,L6,93.8,1995,-85.66667,175
Grosvenor Mountains 95649,L6,89.1,1995,-85.66667,175
Grosvenor Mountains 95650,L6,84.3,1995,-85.66667,175
Grosvenor Mountains 95651,H6,93.5,1995,-85.66667,175
Grosvenor Mountains 95652,CV3,93.33,1995,-85.66667,175
Grosvenor Mountains 95653,L6,59,1995,-85.66667,175
Grosvenor Mountains 95654,H6,67.1,1995,-85.66667,175
Grosvenor Mountains 95655,LL6,11.6,1995,-85.66667,175
Grosvenor Mountains 95656,L6,27.4,1995,-85.66667,175
Grosvenor Mountains 95657,L6,20.7,1995,-85.66667,175
Grosvenor Mountains 95658,LL3.3,57.62,1995,-85.66667,175
Grosvenor Mountains 95660,L6,131.6,1995,-85.66667,175
Grosvenor Mountains 95661,L6,17.2,1995,-85.66667,175
Grosvenor Mountains 95662,L6,112,1995,-85.66667,175
Grosvenor Mountains 95663,L6,43.4,1995,-85.66667,175
Grosvenor Mountains 95664,H5,89.7,1995,-85.66667,175
Grosvenor Mountains 95665,L6,127.3,1995,-85.66667,175
Grosvenor Mountains 95666,L6,66.5,1995,-85.66667,175
Grosvenor Mountains 95668,H5,72.3,1995,-85.66667,175
Grove Mountains 020007,H4,25.94,2002,-73.08972,75.18944
Grove Mountains 020015,CK4,10.1,2002,-73.12139,75.10639
Grove Mountains 020019,LL5,10.1,2002,-73.08389,75.21639
Grove Mountains 020021,LL4,11.3,2002,-73.08639,75.23306
Grove Mountains 020026,H5,12,2002,-73.075,75.25528
Grove Mountains 020027,L6,428.8,2002,-73.06917,75.27694
Grove Mountains 020028,LL4,10.1,2002,-73.07306,75.26889
Grove Mountains 020029,L4,39.6,2002,-73.07056,75.26556
Grove Mountains 020034,LL3,24.6,2002,-73.10333,75.17361
Grove Mountains 020038,L4,25.6,2002,-73.14361,75.0575
Grove Mountains 020039,L5,166.1,2002,-73.16306,75.05472
Grove Mountains 020040,L5,31.7,2002,-73.13472,75.04278
Grove Mountains 020043,H4,56.9,2003,-72.99444,75.20778
Grove Mountains 020052,H5,12.1,2003,-73.01722,75.25556
Grove Mountains 020053,L6,10.5,2003,-73.01,75.22778
Grove Mountains 020057,L5,14.1,2003,-72.99694,75.20611
Grove Mountains 020059,L4,209,2003,-72.99417,75.20528
Grove Mountains 020060,L5,21.2,2003,-72.99306,75.2
Grove Mountains 020068,L5,623.8,2003,-72.995,75.20583
Grove Mountains 020069,L5,171.5,2003,-72.99556,75.20778
Grove Mountains 020072,H6,13,2003,-72.99833,75.19583
Grove Mountains 020075,H6,32.2,2003,-72.99583,75.20667
Grove Mountains 020076,H5,37.3,2003,-72.99528,75.20444
Grove Mountains 020078,H4,20,2003,-73.01389,75.27083
Grove Mountains 020079,L5,24.8,2003,-73.005,75.27222
Grove Mountains 020097,H5,131.2,2003,-72.99444,75.20417
Grove Mountains 020098,H6,122.7,2003,-72.99444,75.20444
Grove Mountains 020099,Pallasite,23.5,2003,-72.9975,75.20417
Grove Mountains 020103,L6,19.1,2003,-72.99,75.26167
Grove Mountains 020104,LL3,26.1,2003,-72.98139,75.26
Grove Mountains 020105,LL3,24.4,2003,-72.98083,75.25556
Grove Mountains 020106,L3,13.9,2003,-72.98083,75.25611
Grove Mountains 020116,L5,123.6,2003,-72.97917,75.26556
Grove Mountains 020119,H4,36.4,2003,-72.97889,75.26472
Grove Mountains 020121,H5,14.5,2003,-72.97833,75.25889
Grove Mountains 020122,H6,13.8,2003,-72.97722,75.26028
Grove Mountains 020128,H5,11.7,2003,-72.98139,75.26389
Grove Mountains 020129,H5,51.7,2003,-72.98222,75.26583
Grove Mountains 020130,H4,139.7,2003,-72.97667,75.26028
Grove Mountains 020134,L6,16.4,2003,-72.97806,75.26056
Grove Mountains 020135,L5,12.3,2003,-72.98,75.25889
Grove Mountains 020155,L6,612,2003,-72.97722,75.26833
Grove Mountains 020158,L4,1101.8,2003,-72.97667,75.27083
Grove Mountains 020168,H5,11.5,2003,-72.97806,75.26333
Grove Mountains 020174,L6,56.05,2003,-72.78167,75.30278
Grove Mountains 020181,H6,23.1,2003,-72.99444,75.26444
Grove Mountains 020186,H5,37.8,2003,-72.97861,75.25917
Grove Mountains 020188,L6,558.6,2003,-72.98444,75.225
Grove Mountains 020199,H5,38.3,2003,-72.9925,75.20639
Grove Mountains 020200,H5,78.3,2003,-72.9925,75.20639
Grove Mountains 020210,H4,31.2,2003,-72.9925,75.20639
Grove Mountains 020220,H4,26,2003,-72.9925,75.20639
Grove Mountains 020221,H4,28.8,2003,-72.9925,75.20639
Grove Mountains 020225,H6,44.6,2003,-72.99167,75.22222
Grove Mountains 020226,H5,16.5,2003,-72.99167,75.22222
Grove Mountains 020230,H5,17.3,2003,-72.9833,75.2142
Grove Mountains 020231,H5,14.9,2003,-72.9881,75.2167
Grove Mountains 020236,H5,72.9,2003,-72.98306,75.22917
Grove Mountains 020237,H4,77.6,2003,-72.983056,75.229167
Grove Mountains 020238,H5,24,2003,-72.983056,75.229167
Grove Mountains 020239,H5 ,14,2003,-72.98306,75.22917
Grove Mountains 020240,H5,14.4,2003,-72.98306,75.22917
Grove Mountains 020250,H4,92.3,2003,-72.983056,75.229167
Grove Mountains 020276,H5,68.7,2003,-72.989722,75.2175
Grove Mountains 020277,H4,26.3,2003,-72.98972,75.21833
Grove Mountains 020283,L5,18.6,2003,-72.98389,75.24639
Grove Mountains 020566,H4,21.3,2003,-72.983333,75.251111
Grove Mountains 020570,H4 ,14.24,2003,-72.98361,75.25111
Grove Mountains 020571,L5 ,50.07,2003,-72.98417,75.24694
Grove Mountains 020572,L5,25,2003,-72.984167,75.246944
Grove Mountains 020573,L5,20.23,2003,-72.984167,75.246944
Grove Mountains 020574,L6,13.11,2003,-72.98417,75.24694
Grove Mountains 020700,L6,21.69,2003,-72.983889,75.245556
Grove Mountains 021474,L6,30.9,2003,-72.94583,75.26667
Grove Mountains 021475,L6,183.7,2003,-72.94306,75.275
Grove Mountains 021477,L6,58.5,2003,-72.94167,75.29194
Grove Mountains 021478,L6,104.5,2003,-72.935,75.325
Grove Mountains 021480,H5,12.9,2003,-72.93528,75.32472
Grove Mountains 021481,H3,17.2,2003,-72.93528,75.32417
Grove Mountains 021482,L6,199.9,2003,-72.93972,75.30139
Grove Mountains 021485,H5,60.5,2003,-72.93472,75.31667
Grove Mountains 021486,H5,82.1,2003,-72.93472,75.31583
Grove Mountains 021487,H5,80.6,2003,-72.94222,75.29028
Grove Mountains 021488,L5,108.2,2003,-72.95944,75.31028
Grove Mountains 021489,L6,56.2,2003,-72.93556,75.34639
Grove Mountains 021491,L6,1716.5,2003,-72.93667,75.345
Grove Mountains 021492,H4,241.2,2003,-72.96694,75.27333
Grove Mountains 021493,H4,342.5,2003,-72.93611,75.30889
Grove Mountains 021495,L5,43.7,2003,-72.94667,75.30583
Grove Mountains 021499,L5,57.1,2003,-72.94306,75.29667
Grove Mountains 021500,L5,12.83,2003,-72.94917,75.2925
Grove Mountains 021501,L5,17.37,2003,-72.94444,75.29861
Grove Mountains 021502,L6,17.41,2003,-72.95167,75.27361
Grove Mountains 021503,L6,23.56,2003,-72.94833,75.26556
Grove Mountains 021504,L6,17.81,2003,-72.94861,75.265
Grove Mountains 021505,L6,91.3,2003,-72.94861,75.26361
Grove Mountains 021506,L6,39.13,2003,-72.945,75.26083
Grove Mountains 021508,H4,278.2,2003,-72.94639,75.28333
Grove Mountains 021509,H5,186.2,2003,-72.95889,75.28
Grove Mountains 021510,H4,462.7,2003,-72.93667,75.30139
Grove Mountains 021511,H6,11.5,2003,-72.93528,75.32
Grove Mountains 021512,Ureilite,143.4,2003,-72.935,75.31861
Grove Mountains 021514,H6,30.82,2003,-72.93472,75.32028
Grove Mountains 021515,L6,61.32,2003,-72.94917,75.25861
Grove Mountains 021516,H5,88.91,2003,-72.93472,75.32028
Grove Mountains 021517,H5,96.36,2003,-72.93611,75.31361
Grove Mountains 021518,H5,54.14,2003,-72.93639,75.31417
Grove Mountains 021547,L5,19.6,2003,-72.96389,75.22222
Grove Mountains 021548,L5,31.81,2003,-72.96278,75.24611
Grove Mountains 021549,H4,16.26,2003,-72.93472,75.32167
Grove Mountains 021550,H4,18.63,2003,-72.93472,75.32028
Grove Mountains 021558,L6,25.4,2003,-72.93472,75.32083
Grove Mountains 021559,H4,10.45,2003,-72.93528,75.32222
Grove Mountains 021564,H5,13.69,2003,-72.93417,75.32222
Grove Mountains 021566,H4,13.48,2003,-72.93833,75.28972
Grove Mountains 021569,H4,19.67,2003,-72.94028,75.28583
Grove Mountains 021570,H5,24.36,2003,-72.93333,75.33528
Grove Mountains 021571,H5,112.54,2003,-72.93417,75.32583
Grove Mountains 021572,L4,56.95,2003,-72.93833,75.28972
Grove Mountains 021573,L6,47.17,2003,-72.94333,75.27167
Grove Mountains 021574,L6,19.19,2003,-72.96306,75.23917
Grove Mountains 021576,H4,105.88,2003,-72.96389,75.21611
Grove Mountains 021578,L6,14.42,2003,-72.96278,75.23889
Grove Mountains 021581,L5,54.2,2003,-72.965,75.22028
Grove Mountains 021582,L5,44.22,2003,-72.96306,75.22444
Grove Mountains 021586,L5,11.59,2003,-72.96194,75.25556
Grove Mountains 021587,L5,31.33,2003,-72.96389,75.22528
Grove Mountains 021589,H5,67.42,2003,-72.96583,75.23
Grove Mountains 021590,H5,16.49,2003,-72.93556,75.29833
Grove Mountains 021593,H4,28.09,2003,-72.85444,75.21083
Grove Mountains 021594,L5,108.9,2003,-72.82722,75.28083
Grove Mountains 021595,L6,22.53,2003,-72.82444,75.29167
Grove Mountains 021597,L6,26.77,2003,-72.82472,75.29139
Grove Mountains 021598,H6,79.76,2003,-72.825,75.35667
Grove Mountains 021600,H4,24.51,2003,-72.825,75.35639
Grove Mountains 021602,H5,13.59,2003,-72.825,75.35667
Grove Mountains 021603,H3,4360,2003,-72.82278,75.29639
Grove Mountains 021604,H5,371.1,2003,-72.94167,75.2775
Grove Mountains 021610,L5,49.85,2003,-72.82444,75.29167
Grove Mountains 021611,H5,26.72,2003,-72.77528,75.32472
Grove Mountains 021614,L5,47.32,2003,-72.77333,75.33222
Grove Mountains 021643,L4,12.81,2003,-72.77278,75.34556
Grove Mountains 021649,L6,13.9,2003,-72.77333,75.33333
Grove Mountains 021651,L5,35.15,2003,-72.77639,75.34778
Grove Mountains 021652,L5,57.89,2003,-72.77444,75.33417
Grove Mountains 021654,L4,16.56,2003,-72.77333,75.33194
Grove Mountains 021668,L4,88.53,2003,-72.77861,75.33
Grove Mountains 021669,L5,406.1,2003,-72.77833,75.33028
